id;name;department;municipality;years_works;type_person;rol
1270;Jorge David Perez Barreto;META;NO APLICA;51;PREFERENTE;CANTANTE
1271;Jose Reynel Galeano Ruiz;BOYACA;RAQUIRA;2;PREFERENTE;CANTANTE
1272;Marco Libardo Navarrete Arevalo;BOYACA;RAQUIRA;7;PREFERENTE;OTRO
1273;Hugo Alexander Reyes Parra;BOYACA;JENESANO;0;NO APLICA;POLITICO
1274;Ketty Katiana Ortiz Avila;LA_GUAJIRA;URUMITA;11;PREFERENTE;POLITICO
1275;Cenaida Leon Ramirez;SANTANDER;MOLAGAVITA;2;PREFERENTE;OTRO
1276;Luis Alfredo Cuevas;CASANARE;LA_SALINA;4;PREFERENTE;CANTANTE
1277;Enrique Candelo Castañeda;VALLE;CANDELARIA;10;PREFERENTE;POLITICO
1278;Santiago Manuel Beltran Tirado;CORDOBA;SAN_ANDRES_DE_SOTAVENTO;12;PREFERENTE;OTRO
1279;Monica Del Carmen Romero Estrada;CORDOBA;SAN_ANDRES_DE_SOTAVENTO;13;PREFERENTE;OTRO
1280;Gladys Susana Mantilla Suarez;NORTE_DE_SANTANDER;VILLA_CARO;8;PREFERENTE;POLITICO
1281;Erika Ochoa Redondo;NORTE_DE_SANTANDER;VILLA_CARO;9;PREFERENTE;CANTANTE
1282;Hernan Eudoro Coral Quiroz;NARIÑO;GUALMATAN;2;PREFERENTE;POLITICO
1283;Jose Maria Ojeda Regalado;MAGDALENA;SABANAS_DE_SAN_ANGEL;0;NO PREFERENTE;OTRO
1284;Dora Luz Castañeda Salazar;ANTIOQUIA;RETIRO;5;PREFERENTE;CANTANTE
1285;Hector Ivan Bedoya Escobar;ANTIOQUIA;RETIRO;9;PREFERENTE;CANTANTE
1286;Reynaldo Antonio Reza Reza;CORDOBA;CERETE;10;PREFERENTE;CANTANTE
1287;Luz Miryam Ramirez Nuñez;CUNDINAMARCA;SOACHA;87;PREFERENTE;ACTOR
1288;Carlos Alfonso Chavarro Pardo;SANTANDER;SOCORRO;9;PREFERENTE;POLITICO
1289;Myriam Mercedes Perez Jimenez;SANTANDER;SOCORRO;11;PREFERENTE;OTRO
1290;Humberto Ordoñez Perez;CUNDINAMARCA;GUADUAS;0;NO APLICA;CANTANTE
1291;Efrain Alfonso Anzola;BOYACA;OTANCHE;4;PREFERENTE;POLITICO
1292;Harold Leandro Lopez Rojas;BOYACA;OTANCHE;8;PREFERENTE;CANTANTE
1293;Hernan Alberto Cruz Guerrero;CUNDINAMARCA;PASCA;5;PREFERENTE;ACTOR
1294;Julio Emiro Villalba Talaigua;CORDOBA;TUCHIN;11;PREFERENTE;OTRO
1295;Sonia Yaneth Guerrero Ortiz;CASANARE;HATO_COROZAL;10;PREFERENTE;ACTOR
1296;Benedicto Pilonieta Araque;SANTANDER;OCAMONTE;7;PREFERENTE;POLITICO
1297;Carlos Alberto Sanchez Barona;VALLE;YUMBO;2;PREFERENTE;CANTANTE
1298;Gabriel Karduss Valoyes;VALLE;YUMBO;3;PREFERENTE;OTRO
1299;Claudia Romero Osorio;VALLE;YUMBO;14;PREFERENTE;POLITICO
1300;Mario Alberto Monsalve Hernandez;ANTIOQUIA;SANTO_DOMINGO;0;NO APLICA;CANTANTE
1301;Elsy Maria Pinzon Calderon;CASANARE;NUNCHIA;2;PREFERENTE;POLITICO
1302;Jose Raul Gomez;CUNDINAMARCA;RICAURTE;5;PREFERENTE;POLITICO
1303;Hugo Perez Escalante;ARAUCA;PUERTO_RONDON;4;PREFERENTE;ACTOR
1304;Jairo Ali Perez Prieto;ARAUCA;PUERTO_RONDON;7;PREFERENTE;CANTANTE
1305;Victor Alfonso Cabrera Pineda;META;URIBE;1;PREFERENTE;ACTOR
1306;Jesus Alirio Aranda;META;URIBE;2;PREFERENTE;POLITICO
1307;Liliana Marcela Hernandez Leyton;META;URIBE;7;PREFERENTE;POLITICO
1308;Walter Jeison Mora Castiblanco;CUNDINAMARCA;FUQUENE;1;PREFERENTE;POLITICO
1309;Eleuterio Cubillos Pulido;CUNDINAMARCA;FUQUENE;2;PREFERENTE;OTRO
1310;Cesar Ogusto Escobar Rivera;CESAR;VALLEDUPAR;2;PREFERENTE;ACTOR
1311;Juan Pablo Castro Morales;CESAR;VALLEDUPAR;11;PREFERENTE;POLITICO
1312;Jose Gregorio Ramos Anaya;ANTIOQUIA;SAN_JUAN_DE_URABA;5;PREFERENTE;OTRO
1313;Cristian Camilo Guapacha Calderon;QUINDIO;CORDOBA;6;PREFERENTE;CANTANTE
1314;Luis Norbey Murcia Garcia;BOYACA;CHIQUINQUIRA;12;PREFERENTE;POLITICO
1315;Fabian Alberto Garcia Rodriguez;BOYACA;CHIQUINQUIRA;14;PREFERENTE;POLITICO
1316;Yenith Tintinago Vargas;HUILA;ISNOS;8;PREFERENTE;ACTOR
1317;Paola Alejandra Rodriguez Muñoz;HUILA;ISNOS;10;PREFERENTE;POLITICO
1318;Elkin Emilio Gonzalez Gomez;ANTIOQUIA;RIONEGRO;12;PREFERENTE;POLITICO
1319;Shirley Estefania Lopez Ospina;ANTIOQUIA;RIONEGRO;14;PREFERENTE;OTRO
1320;Diego Fernando Triana Calderon;ATLANTICO;SOLEDAD;1;PREFERENTE;POLITICO
1321;Jader Francisco Gaviria Armero;NARIÑO;SAN_LORENZO;0;NO APLICA;OTRO
1322;Lorena Galindez Urbano;HUILA;SAN_AGUSTIN;0;NO PREFERENTE;CANTANTE
1323;Uriel Ancizar Chicangana Samboni;HUILA;SAN_AGUSTIN;0;NO PREFERENTE;CANTANTE
1324;Felix Cobos Lombo;TOLIMA;CARMEN_DE_APICALA;2;PREFERENTE;CANTANTE
1325;Willis Reyes Valdes;CUNDINAMARCA;CHIA;11;PREFERENTE;CANTANTE
1326;Ediner Morales Restrepo;VALLE;CAICEDONIA;3;PREFERENTE;ACTOR
1327;Luz Nancy Duque Rodriguez;VALLE;CAICEDONIA;12;PREFERENTE;POLITICO
1328;Esperanza Velandia Velandia;ARAUCA;TAME;7;PREFERENTE;CANTANTE
1329;Leonardo Tabares Ramirez;RISARALDA;SANTA_ROSA_DE_CABAL;6;PREFERENTE;CANTANTE
1330;Teresa Cardona Londoño;RISARALDA;SANTA_ROSA_DE_CABAL;10;PREFERENTE;OTRO
1331;Orlando Quiroga Duarte;SANTANDER;EL-GUACAMAYO;1;PREFERENTE;CANTANTE
1332;Natalia Diaz Trujillo;CUNDINAMARCA;GUADUAS;6;PREFERENTE;CANTANTE
1333;Lucero Anaya Moreno;CUNDINAMARCA;GUADUAS;8;PREFERENTE;POLITICO
1334;Delmar Arias Jaramillo;PUTUMAYO;ORITO;5;PREFERENTE;OTRO
1335;Aldemar Velez Español;CUNDINAMARCA;SOACHA;6;PREFERENTE;POLITICO
1336;Rubiel De Jesus Velasco;RISARALDA;QUINCHIA;10;PREFERENTE;CANTANTE
1337;Luz Adriana Rozo Preciado;CUNDINAMARCA;SOPO;4;PREFERENTE;CANTANTE
1338;Julio Cesar Peralta Ardila;HUILA;SANTA_MARIA;0;NO APLICA;POLITICO
1339;Rosa Edulbina Hidalgo Florez;ARAUCA;ARAUCA;11;PREFERENTE;POLITICO
1340;Mariela Castillo Garzon;CUNDINAMARCA;TENA;0;NO APLICA;OTRO
1341;Lavern Leonor Stephenson Archbold;SAN ANDRES;PROVIDENCIA;4;PREFERENTE;ACTOR
1342;Libardo Hernandez Ramirez;BOGOTA D.C.;BOGOTA._D.C.;0;NO PREFERENTE;POLITICO
1343;Juan Carlos Otalora Sarmiento;CUNDINAMARCA;BITUIMA;6;PREFERENTE;POLITICO
1344;Afranio Neira Bernal;TOLIMA;LIBANO;6;PREFERENTE;CANTANTE
1345;Adriana Stella Patiño Guzman;TOLIMA;LIBANO;8;PREFERENTE;CANTANTE
1346;Carmen Felisa Burbano Garcia;VALLE;CANDELARIA;6;PREFERENTE;POLITICO
1347;Guiset Caicedo Perez;VALLE;CANDELARIA;15;PREFERENTE;CANTANTE
1348;Marina De Jesus Rodriguez Martinez;CUNDINAMARCA;GAMA;2;PREFERENTE;POLITICO
1349;Jorge Andres Porras Herrera;SANTANDER;SOCORRO;0;NO APLICA;OTRO
1350;Sandra Patricia Gomez Guzman;CUNDINAMARCA;COGUA;2;PREFERENTE;POLITICO
1351;Victor Julio Bustos Bustos;CUNDINAMARCA;COGUA;10;PREFERENTE;CANTANTE
1352;Gloria Nelsy Gomez Quiroz;ANTIOQUIA;ABRIAQUI;6;PREFERENTE;CANTANTE
1353;Jesus Antonio Herrera Cortes;CUNDINAMARCA;TOCAIMA;0;NO APLICA;CANTANTE
1354;Sandra Patricia Erazo Lopez;MAGDALENA;ELRETEN;6;PREFERENTE;POLITICO
1355;Leidy Diana Villalba Martinez;SUCRE;COROZAL;2;PREFERENTE;POLITICO
1356;Youmna Diaz Robledo;CUNDINAMARCA;RICAURTE;4;PREFERENTE;POLITICO
1357;Nohora Mireya Burbano Rico;CUNDINAMARCA;SOACHA;81;PREFERENTE;OTRO
1358;Yesica Paola Silva Zamudio;BOYACA;TUNJA;15;PREFERENTE;CANTANTE
1359;Francisco Javier Giraldo Giraldo;ANTIOQUIA;GRANADA;1;PREFERENTE;CANTANTE
1360;Teresa De Jesus Giraldo Castaño;ANTIOQUIA;GRANADA;9;PREFERENTE;POLITICO
1361;Benedicto Gamboa Escobar;META;SAN_JUAN_DE_ARAMA;5;PREFERENTE;OTRO
1362;Luis Alberto Berrio Gamarra;CESAR;BOSCONIA;2;PREFERENTE;OTRO
1363;Nidia Andrade Capera;TOLIMA;NATAGAIMA;5;PREFERENTE;ACTOR
1364;Wilinton Rojas Pacheco;TOLIMA;NATAGAIMA;13;PREFERENTE;CANTANTE
1365;Ivan Alfonso Ruiz Ojeda;CESAR;GAMARRA;7;PREFERENTE;OTRO
1366;Norys Isabel Cervantes Lozano;SUCRE;SINCELEJO;7;PREFERENTE;POLITICO
1367;Lyz Maida Tamara Martinez;SUCRE;SINCELEJO;8;PREFERENTE;CANTANTE
1368;Jose Heberth Medina Aley;HUILA;TESALIA_(CARNICERIAS);5;PREFERENTE;POLITICO
1369;Alonso Benavides Adarme;NARIÑO;ELTABLON;4;PREFERENTE;CANTANTE
1370;Claudia Patricia Morales Duarte;ANTIOQUIA;PUERTO_TRIUNFO;5;PREFERENTE;POLITICO
1371;Jesus Antonio Castro Guerra;BOYACA;CIENEGA;0;NO APLICA;POLITICO
1372;Carlina Gordillo Barreto;CUNDINAMARCA;PULI;3;PREFERENTE;ACTOR
1373;Martha Isabel Arboleda Hernandez;RISARALDA;SANTA_ROSA_DE_CABAL;82;PREFERENTE;OTRO
1374;Libardo Andres Bedoya Rendon;ANTIOQUIA;ANDES;7;PREFERENTE;POLITICO
1375;Mayra Luz Arroyo Zurique;CORDOBA;MOÑITOS;5;PREFERENTE;CANTANTE
1376;Wilfrido Rafael Molina Redondo;ATLANTICO;JUAN_DE_ACOSTA;9;PREFERENTE;CANTANTE
1377;Henrry Alexi Ramirez Betancur;RISARALDA;LA_VIRGINIA;2;PREFERENTE;ACTOR
1378;Edgar Guluma Cruz;TOLIMA;ATACO;2;PREFERENTE;CANTANTE
1379;Elier Emiro Martinez Lasso;NARIÑO;SAN_LORENZO;2;PREFERENTE;CANTANTE
1380;Victor Hernando Fajardo Molina;NARIÑO;SAN_LORENZO;3;PREFERENTE;CANTANTE
1381;Victor Andres Martinez Vallejo;NARIÑO;TANGUA;9;PREFERENTE;POLITICO
1382;Luz Elena Urango Banqueth;SUCRE;COVEÑAS;8;PREFERENTE;POLITICO
1383;Sor Marina Henao Gil;ANTIOQUIA;AMALFI;9;PREFERENTE;POLITICO
1384;Jose Heliodoro Contreras Rubio;CUNDINAMARCA;GIRARDOT;6;PREFERENTE;CANTANTE
1385;Gloria Ines Prada Melo;CUNDINAMARCA;GIRARDOT;7;PREFERENTE;OTRO
1386;Elvia Celis Rodriguez;META;CUBARRAL;2;PREFERENTE;POLITICO
1387;Jose Luis Granada Perez;ANTIOQUIA;ARGELIA;0;NO APLICA;POLITICO
1388;Sergio Mauricio Bastilla Hernandez;SANTANDER;PARAMO;3;PREFERENTE;POLITICO
1389;Daniel Orlando Muñoz Londoño;RISARALDA;SANTA_ROSA_DE_CABAL;83;PREFERENTE;OTRO
1390;Jose Cantalicio Bolivar;ARAUCA;ARAUCA;81;PREFERENTE;ACTOR
1391;Juan Carlos Romero Londoño;ANTIOQUIA;HISPANIA;5;PREFERENTE;POLITICO
1392;Cristian Arturo Bernal Silgado;CORDOBA;LOS_CORDOBAS;4;PREFERENTE;POLITICO
1393;Milvia Maria Quenza Tineo;ARAUCA;CRAVO_NORTE;3;PREFERENTE;ACTOR
1394;Libia Hurtado Murcia;CUNDINAMARCA;SOACHA;8;PREFERENTE;CANTANTE
1395;Jorge Alberto Mora Pardo;CUNDINAMARCA;SOACHA;10;PREFERENTE;CANTANTE
1396;Yolanda Patricia Vanegas Silva;CUNDINAMARCA;SOACHA;18;PREFERENTE;POLITICO
1397;Joselito Barrera Melgarejo;BOYACA;TIPACOQUE;1;PREFERENTE;ACTOR
1398;Elgar Aranda Ochoa;SANTANDER;FLORIDABLANCA;9;PREFERENTE;POLITICO
1399;Laura Rocio Molano Pedraza;SANTANDER;FLORIDABLANCA;10;PREFERENTE;CANTANTE
1400;Oscar Jesus Pinzon Hernandez;SANTANDER;FLORIDABLANCA;15;PREFERENTE;OTRO
1401;Nelson Carabali Lemos;NARIÑO;EL_CHARCO;7;PREFERENTE;POLITICO
1402;Miguel Mejia Caicedo;NARIÑO;EL_CHARCO;8;PREFERENTE;CANTANTE
1403;Lillyam Luz Lotero Muñoz;ANTIOQUIA;ENVIGADO;0;NO PREFERENTE;POLITICO
1404;Hugo Alberto Calderon Vargas;SANTANDER;CERRITO;3;PREFERENTE;CANTANTE
1405;Javier Orlando Fajardo Cuadros;SANTANDER;CERRITO;9;PREFERENTE;POLITICO
1406;Obman Luis Campo Bueno;SUCRE;SUCRE;0;NO PREFERENTE;OTRO
1407;Milena Del Carmen Benavides Guerrero;SUCRE;SUCRE;0;NO PREFERENTE;POLITICO
1408;Jose Elias Feria Arroyo;ANTIOQUIA;SAN_JUAN_DE_URABA;5;PREFERENTE;ACTOR
1409;Jhon Denny Londoño Palacio;ANTIOQUIA;AMALFI;12;PREFERENTE;CANTANTE
1410;Martha Isabel Rojas Castro;CUNDINAMARCA;TIBACUY;5;PREFERENTE;ACTOR
1411;Luis Aurelio Rojas Borda;BOYACA;CIENEGA;9;PREFERENTE;CANTANTE
1412;Pastora Jansasoy Mojomboy;PUTUMAYO;SANTIAGO;1;PREFERENTE;CANTANTE
1413;Luz Maria Salazar Mojomboy;PUTUMAYO;SANTIAGO;3;PREFERENTE;CANTANTE
1414;Alex Fernando Cuaran Ruiz;PUTUMAYO;SANTIAGO;7;PREFERENTE;POLITICO
1415;Adriana Villalobos Valencia;CESAR;BOSCONIA;11;PREFERENTE;CANTANTE
1416;Juliana Anaya Tamayo;CORDOBA;TIERRALTA;12;PREFERENTE;CANTANTE
1417;Doris Paulina Gomez Ceron;PUTUMAYO;SAN_FRANCISCO;4;PREFERENTE;OTRO
1418;Ingrid Nayibe Narvaez Arciniegas;PUTUMAYO;SAN_FRANCISCO;5;PREFERENTE;ACTOR
1419;Sandra Patricia Bolaños Alvarado;PUTUMAYO;SAN_FRANCISCO;6;PREFERENTE;POLITICO
1420;Faride Maria Bolaño Borja;ATLANTICO;SANTO_TOMAS;4;PREFERENTE;CANTANTE
1421;Milton Evar Ordoñez Botina;NARIÑO;ALBAN_(SAN_JOSE);8;PREFERENTE;OTRO
1422;Yewdy Gustavo Rodriguez;CUNDINAMARCA;TENA;7;PREFERENTE;POLITICO
1423;Eva Lucia Tovar;CUNDINAMARCA;SUBACHOQUE;6;PREFERENTE;CANTANTE
1424;Humberto Luis Duarte Parra;SANTANDER;CARCASI;1;PREFERENTE;ACTOR
1425;Jose Melvin Yonda Quilcue;CAUCA;PAEZ_(BELALCAZAR);0;NO PREFERENTE;CANTANTE
1426;Gustavo Aaron Yonda Quiguatengo;CAUCA;PAEZ_(BELALCAZAR);0;NO PREFERENTE;CANTANTE
1427;Luis Alfonso Ochoa;ANTIOQUIA;SEGOVIA;0;NO APLICA;CANTANTE
1428;Maria Del Pilar Martinez Narvaez;CUNDINAMARCA;TABIO;9;PREFERENTE;CANTANTE
1429;Julio Adriano Olivares Rodriguez;CUNDINAMARCA;NILO;5;PREFERENTE;POLITICO
1430;Jose Yovany Vargas Torres;CUNDINAMARCA;NILO;10;PREFERENTE;POLITICO
1431;Jonathan Gonzalez Lewis;BOGOTA D.C.;BOGOTA._D.C.;0;NO PREFERENTE;OTRO
1432;Cindy Critina Quintero Paez;NORTE_DE_SANTANDER;CONVENCION;5;PREFERENTE;OTRO
1433;Alirio Leon Avella;HUILA;CAMPOALEGRE;13;PREFERENTE;CANTANTE
1434;Alexander Rico Quimbayo;CUNDINAMARCA;RICAURTE;6;PREFERENTE;POLITICO
1435;Maria Del Carmen Suarez Botia;HUILA;SANTA_MARIA;3;PREFERENTE;CANTANTE
1436;John Fredy Ortiz Rodriguez;HUILA;SANTA_MARIA;8;PREFERENTE;OTRO
1437;German Palomino Sampayo;ARAUCA;ARAUCA;5;PREFERENTE;OTRO
1438;Eliseo Salas Moreno;SANTANDER;SOCORRO;1;PREFERENTE;OTRO
1439;Cristian Orlando Jimenez Bohorquez;CUNDINAMARCA;VILLETA;4;PREFERENTE;CANTANTE
1440;Kilian Joaquin Avila Gutierrez;CUNDINAMARCA;VILLETA;5;PREFERENTE;POLITICO
1441;Dilson Castillo Mesa;PUTUMAYO;ORITO;10;PREFERENTE;POLITICO
1442;Marco Tulio Zambrano Amaya;NORTE_DE_SANTANDER;OCAÑA;1;PREFERENTE;ACTOR
1443;Gloria Yanneth Vasquez Vergara;ANTIOQUIA;EL_SANTUARIO;4;PREFERENTE;ACTOR
1444;Jairo Hoyos Aristizabal;ANTIOQUIA;EL_SANTUARIO;9;PREFERENTE;POLITICO
1445;Orlando Velasquez Arboleda;VALLE;CARTAGO;8;PREFERENTE;POLITICO
1446;Carola Gutierrez Gutierrez;VALLE;CARTAGO;10;PREFERENTE;ACTOR
1447;Nelfi Marin Loaiza;ANTIOQUIA;SAN_CARLOS;0;NO PREFERENTE;ACTOR
1448;Dina Marcela Garay Tapias;SUCRE;COVEÑAS;3;PREFERENTE;CANTANTE
1449;Jose Ignacio Garcia Callejas;CUNDINAMARCA;SOACHA;5;PREFERENTE;POLITICO
1450;Elisabet Muñoz Palacio;ANTIOQUIA;VALDIVIA;2;PREFERENTE;ACTOR
1451;Daris Elena Cardona Lopez;ANTIOQUIA;BRICEÑO;4;PREFERENTE;POLITICO
1452;Luis Miguel Julio Morelo;ANTIOQUIA;CAREPA;0;NO APLICA;POLITICO
1453;Nestor Ivan Carrillo Galvis;QUINDIO;CORDOBA;8;PREFERENTE;OTRO
1454;German Alberto Lopez Castaño;ANTIOQUIA;HELICONIA;4;PREFERENTE;POLITICO
1455;Julineth E Marquez Moreno;CORDOBA;PURISIMA;7;PREFERENTE;POLITICO
1456;Rodrigo Enrique Guardo Reyes;BOLIVAR;ARJONA;0;NO APLICA;POLITICO
1457;Luis Esteban Tarache Curbelo;VICHADA;LA_PRIMAVERA;11;PREFERENTE;POLITICO
1458;Alfredo Enrique Larrota Chicacausa;CUNDINAMARCA;CHIA;2;PREFERENTE;OTRO
1459;William Pedraza Sanchez;CUNDINAMARCA;CHIA;6;PREFERENTE;CANTANTE
1460;Wilberto Cabrales Castrillo;NORTE_DE_SANTANDER;PAMPLONA;12;PREFERENTE;CANTANTE
1461;Graciliano Antonio Romero Hernandez;SUCRE;SINCE;4;PREFERENTE;CANTANTE
1462;Yaneth Del Carmen Navarro De La Rosa;SUCRE;TOLU;9;PREFERENTE;CANTANTE
1463;Paula Andrea Suarez Cabarcas;SUCRE;TOLU;10;PREFERENTE;CANTANTE
1464;German Alberto Florez Ochoa;RISARALDA;APIA;0;NO APLICA;POLITICO
1465;Osmar Daniel Florez Villadiego;CORDOBA;MOMIL;10;PREFERENTE;OTRO
1466;Yohanna Maria Moreno Chacon;SUCRE;MAJAGUAL;4;PREFERENTE;POLITICO
1467;Jaime Perez Vasquez;SANTANDER;SIMACOTA;5;PREFERENTE;POLITICO
1468;Jose Luis Ruiz Paez;ATLANTICO;NO APLICA;60;PREFERENTE;OTRO
1469;Gabriel Eduardo Guerra;LA_GUAJIRA;BARRANCAS;5;PREFERENTE;POLITICO
1470;Cesar Augusto Rueda Herrera;SANTANDER;VALLE_DE_SAN_JOSE;0;NO APLICA;OTRO
1471;Ana Lucia Inampues Toro;NARIÑO;GUACHUCAL;0;NO APLICA;POLITICO
1472;Filiberto Palmera Fernandez;BOLIVAR;CALAMAR;4;PREFERENTE;CANTANTE
1473;Claudia Victoria Reyes Molina;BOYACA;MOTAVITA;1;PREFERENTE;POLITICO
1474;Jorge Luis Diaz Torres;CORDOBA;CHIMA;7;PREFERENTE;POLITICO
1475;Leidy Yoana Angel Restrepo;TOLIMA;HERVEO;6;PREFERENTE;POLITICO
1476;Carlos Alfredo Leon Arias;BOGOTA D.C.;BOGOTA._D.C.;88;PREFERENTE;ACTOR
1477;Diogenes Ospino Zambrano;CESAR;LA_JAGUA_DE_IBIRICO;12;PREFERENTE;CANTANTE
1478;Elkin Javier Parra Pedraza;CUNDINAMARCA;PARATEBUENO_(LA_NAGUAYA);0;NO APLICA;POLITICO
1479;Eidee Moreno Ibague;META;NO APLICA;52;PREFERENTE;CANTANTE
1480;Nancy Ortiz Hernandez;GUAINIA;NO APLICA;54;PREFERENTE;POLITICO
1481;Nubia Doris Bernal Gonzalez;CUNDINAMARCA;BITUIMA;5;PREFERENTE;OTRO
1482;Luz Helena Gonzalez Rodriguez;SANTANDER;CURITI;8;PREFERENTE;CANTANTE
1483;Olga Esperenza Lara Farrayans;SUCRE;SAN_BENITO_ABAD;0;NO PREFERENTE;CANTANTE
1484;Ena Luz Rocha Pabuena;SUCRE;SAN_BENITO_ABAD;0;NO PREFERENTE;ACTOR
1485;Luz Mery Pabon;NARIÑO;SAN_PABLO;1;PREFERENTE;CANTANTE
1486;Nelly Romero Larrota;SANTANDER;PIEDECUESTA;14;PREFERENTE;POLITICO
1487;Liliana Andrea Velasquez Velez;ANTIOQUIA;ANGOSTURA;2;PREFERENTE;OTRO
1488;Pablo Andres Tabares Pareja;ANTIOQUIA;ANGOSTURA;8;PREFERENTE;ACTOR
1489;Yolanda Alarcon Navarro;HUILA;TESALIA_(CARNICERIAS);1;PREFERENTE;POLITICO
1490;Alberto De Jesus Herrera Usuga;ANTIOQUIA;DABEIBA;2;PREFERENTE;POLITICO
1491;German --------------------------- Castro Trujillo;CUNDINAMARCA;VIOTA;3;PREFERENTE;OTRO
1492;Eublofia Azenit Nuñez Burgos;GUAVIARE;SAN_JOSE_DEL_GUAVIARE;6;PREFERENTE;POLITICO
1493;Tatiana Fernanda Atencio Botello;SANTANDER;BARBOSA;13;PREFERENTE;OTRO
1494;Rosalba Rugeles Vasquez;SANTANDER;LEBRIJA;0;NO PREFERENTE;POLITICO
1495;Jose Nilson Lectamo Silva;ANTIOQUIA;MEDELLIN;9;PREFERENTE;POLITICO
1496;Cesar Armando Carrillo Rangel;NORTE_DE_SANTANDER;TIBU;1;PREFERENTE;POLITICO
1497;Carmen Cecilia Sandoval Peña;NORTE_DE_SANTANDER;TIBU;3;PREFERENTE;CANTANTE
1498;Mauricio Bermudez Campos;CUNDINAMARCA;SILVANIA;12;PREFERENTE;ACTOR
1499;Sirle Yaneth Gonzalez Martinez;SUCRE;TOLU;6;PREFERENTE;POLITICO
1500;Maria Isaac Alvarado Tobar;SUCRE;TOLU;9;PREFERENTE;CANTANTE
1501;Fredy Francisco Ramos Serrano;ATLANTICO;BARRANQUILLA;86;PREFERENTE;POLITICO
1502;Harold Dys Algarin Casis;ATLANTICO;BARRANQUILLA;95;PREFERENTE;OTRO
1503;Enaldo Enrique Morales Romero;SUCRE;CAIMITO;5;PREFERENTE;OTRO
1504;Emilsen Olaya Mosquera;CHOCO;SAN_JOSE_DEL_PALMAR;3;PREFERENTE;POLITICO
1505;Jesus Antonio Mosquera Mosquera;CHOCO;SAN_JOSE_DEL_PALMAR;6;PREFERENTE;CANTANTE
1506;Lindelia Sarrias Murcia;CAQUETA;BELEN_DE_LOS_ANDAQUIES;8;PREFERENTE;POLITICO
1507;Alexander Serrano Jaramillo;CAQUETA;EL_PAUJIL;7;PREFERENTE;CANTANTE
1508;Cenit Llorente Guerra;CORDOBA;MOMIL;9;PREFERENTE;OTRO
1509;Luis Alberto Paul Moncada;VICHADA;SANTA_ROSALIA;3;PREFERENTE;CANTANTE
1510;Jhonny Alexander Velasquez Vergara;CALDAS;RISARALDA;1;PREFERENTE;ACTOR
1511;Myriam Beatriz Torres Silva;CUNDINAMARCA;GIRARDOT;11;PREFERENTE;CANTANTE
1512;Janer Campos Lugo;CUNDINAMARCA;GIRARDOT;15;PREFERENTE;CANTANTE
1513;Maria Alejandrina Sierra Chacon;BOYACA;CHISCAS;3;PREFERENTE;POLITICO
1514;Miguelina Benavides Perez;HUILA;ISNOS;10;PREFERENTE;CANTANTE
1515;Marco Garcia Salcedo;CUNDINAMARCA;LA_MESA;1;PREFERENTE;OTRO
1516;David Eduardo Rojas Mancilla;ATLANTICO;BARRANQUILLA;3;PREFERENTE;OTRO
1517;Yadis Marcela Ramirez Palacios;ANTIOQUIA;CAREPA;2;PREFERENTE;CANTANTE
1518;Damaris Alejandra Salazar Peña;NARIÑO;RICAURTE;8;PREFERENTE;POLITICO
1519;Lina Marcela Briñez Martinez;GUAVIARE;MIRAFLORES;8;PREFERENTE;POLITICO
1520;Maria Claudia Suarez Molina;BOYACA;MOTAVITA;2;PREFERENTE;POLITICO
1521;Jose Pablo Amaya Hernandez;CUNDINAMARCA;VIOTA;4;PREFERENTE;OTRO
1522;Zoila Maria Alvarez Cleto;SUCRE;SAMPUES;9;PREFERENTE;CANTANTE
1523;Diana Carolina Balaguera Tarazona;SANTANDER;MACARAVITA;4;PREFERENTE;ACTOR
1524;Isaias Hernan Avila Robledo;CUNDINAMARCA;RICAURTE;0;NO APLICA;CANTANTE
1525;Cecilia Ordoñez Montoya;META;BARRANCA_DE_UPIA;2;PREFERENTE;CANTANTE
1526;Sandra Milena Vargas Acevedo;META;BARRANCA_DE_UPIA;6;PREFERENTE;OTRO
1527;Mariela Jaimes Sarmiento;SANTANDER;GUACA;6;PREFERENTE;ACTOR
1528;Licett Giraldo Campo;CESAR;GAMARRA;1;PREFERENTE;POLITICO
1529;Alexander Armesto Ramos;CESAR;GAMARRA;6;PREFERENTE;POLITICO
1530;Neftaly Gutierrez Pacheco;CESAR;GAMARRA;7;PREFERENTE;POLITICO
1531;Daniel Wilches;CUNDINAMARCA;BOJACA;1;PREFERENTE;ACTOR
1532;Diogenes Correa Alvarez;CUNDINAMARCA;VENECIA;1;PREFERENTE;POLITICO
1533;Nidia Gimena Lopez Cabrera;CUNDINAMARCA;VILLAPINZON;3;PREFERENTE;CANTANTE
1534;Clara Ines Castiblanco Circa;CUNDINAMARCA;VILLAPINZON;10;PREFERENTE;OTRO
1535;Ana Milena Paez;CUNDINAMARCA;CHIA;8;PREFERENTE;CANTANTE
1536;Yenia Rivas Renteria;ANTIOQUIA;BELLO;8;PREFERENTE;OTRO
1537;Romel Alexander Muñoz Correa;ANTIOQUIA;BELLO;12;PREFERENTE;OTRO
1538;Jair Gustavo Cardona Morales;ANTIOQUIA;BELLO;16;PREFERENTE;POLITICO
1539;Angelica Maria Ortiz Peña;BOYACA;SAMACA;8;PREFERENTE;CANTANTE
1540;Angela Alicia Novoa Borda;BOYACA;SAMACA;11;PREFERENTE;CANTANTE
